[-5, -3, 0, 0, 0, 0, 0, -5, -1, 0, -1, -1, 0, -1, -1, -1, -3.5, 0, 0, -3.5, 0, -100, 0, 0, 0, 0, 0, 0, -1, 0, -9, 0, -1, 9, 0, 0, 1, 0, 0, 0, 0, 1, 3, 1, 0, 1, -3, 3.5, 5, 0, 1, 3.5, 0, 0, 0, 1, 0, 0, 0, 0, 100, 0, 3, 5, 1] 5.86
[-5, -3, -3.5, -9, -100, -3.5, 0, -5, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -3, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 5, 3, 3.5, 9, 100, 3.5, 3, 5, 1] 0.03
[-5, 0, 0, 0, -100, -3.5, 0, 0, 0, -1, 0, 0, 0, -5, 0, 0, 0, -9, 0, -1, 0, 0, 0, -3, -1, -3, -1, 1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 3.5, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, -3.5, 1, 0, 0, 0, 100, 0, 1, 0, 0, 0, 0, 0, 5, 3, 5, 0] 15.13
[0, -5, 0, 0, -100, 0, 9, 0, -1, 0, -1, -1, -5, -3, 0, 0, 5, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, -3.5, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 0, 100, 3.5, 0, 5, 0] -1000.0
[0, -5, -100, 0, 0, -5, -3, 0, -1, -3.5, -9, 0, 0, 0, 0, 0, 0, 0, -1, -3.5, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 1, 3, 1, 1, 0, 0, 1, -1, 0, 1, 3.5, 0, 0, 5, 0, 1, 0, 5, 100, 0, 0, 0, 0, 3, 0, 1] -8.7
[-5, -3, -3.5, 0, -100, 0, 0, -5, 0, 0, 0, 0, -3.5, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, -1, 0, 1, 0, 0, -9, 0, 0, 3.5, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 5, 3.5, 0, 100, 0, 3, 5, 1] 1.86
[0, 0, 0, -3.5, 0, -100, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -3.5, -1, -1, 0, -5, 0, 9, 1, 0, 1, 1, 0, 0, 0, 3.5, 0, -1, 0, 0, 0, 0, 100, -3, 0, 1, 0, 0, 0, 5, 3.5, 0, 0, 0, 3, 5, 1] 12.52
[0, 0, -3.5, 0, -9, 0, -5, 0, 0, 0, 0, -100, -3.5, -1, 0, 9, 0, -1, 0, -5, 0, 1, 0, 0, -1, 1, -1, -1, 1, 0, 0, -1, 1, 0, 1, -3, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 5, 0, 5, 0, 3.5, 0, 100, 3.5, 0, 0, 1] 8.11
[0, 0, -3.5, 0, 0, 0, 0, -5, -1, -5, 0, -1, -3, -100, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.5, 0, -1, -1, 0, -3, -1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 5, 0, 1, 0, 3.5, 5, 0, 3, 3.5, 0, 100, 0, 0, 0, 1] -0.9
[0, -5, -3.5, -9, -100, -3.5, -5, 0, 0, -1, -1, 0, -1, 0, 0, -1, 0, 0, -3, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 1, 0, 0, -3, 0, 1, -1, 3, 0, 0, 1, 0, 0, 0, 0, 9, 3, 1, 0, 1, 1, 5, 0, 3.5, 0, 100, 3.5, 0, 5, 1] 1.33
[0, 0, -3.5, 0, -3, 0, -100, -5, 0, -1, 0, 9, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -5, 0, -9, 0, 0, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 3.5, 0, 1, 3, -3, 0, 1, 0, 0, 5, 100, 5, 0, 0, 0, 1] -1000.0
[-5, 0, -3.5, -9, -100, -5, 0, 0, -1, 0, -1, -3, 0, -1, -1, 0, -3, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, -3.5, 1, 0, 1, 0, 1, 0, 5, 3.5, 0, 100, 0, 9, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 3, 3.5, 0, 0, 0, 3, 5, 0] 6.42
[-5, -9, 0, 0, 0, -100, -3, -5, -1, -1, -1, -3, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 1, 0, 0, -1, 0, 0, 0, -1, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 3, 0, -3.5, 0, 0, 1, 9, 1, -3.5, 1, 1, 0, 0, 3.5, 100, 0, 3.5, 0, 5, 0] -1.51
[-5, 0, -3.5, -9, -100, -3.5, -3, -5, -1, -1, 0, -1, -1, -1, -1, -1, -3, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 5, 3, 3.5, 9, 100, 3.5, 3, 5, 1] 0.59
[0, 0, 0, 0, 0, 0, -100, 0, 0, 0, -5, 0, 0, -1, 0, 0, 0, 5, -5, 0, 0, 0, -1, -3.5, -1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, -1, 3.5, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 1, 0, 1, 0, 3, 5, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0] -7.34
[-5, -3, -3.5, -9, 0, -3.5, -3, -5, 0, -1, 0, -1, -1, 0, -1, 0, 0, 0, -1, 0, -100, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3.5, 3, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 5, 3, 0, 9, 100, 3.5, 0, 5, 0] -1.3
[0, 0, -3.5, 0, 0, 0, -3, 0, -5, 0, 0, 0, -100, 0, -1, -5, 0, 0, 0, 0, -1, -1, 1, 0, 3, -1, -3.5, 0, 0, 1, 0, 0, -1, 0, 0, 1, -3, 0, 0, -1, 0, 5, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3.5, 0, 5, 0, 100, 3.5, 1] 11.07
[-5, 0, -3.5, -9, -100, -3.5, -3, -5, -1, 0, -1, -1, -1, 0, -1, -1, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 5, 3, 3.5, 9, 100, 3.5, 3, 5, 0] 2.13
[-5, -9, -3.5, 0, 0, 0, -5, 0, -1, -1, 0, 0, -100, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, -3, 0, 1, -1, 0, 9, 0, -1, 0, 0, -3.5, 0, -1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 3.5, 3, 0, 0, 100, 3.5, 3, 5, 0] 3.5
[0, -3, 0, 3.5, 0, 0, -5, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0, -5, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 3, 1, -3.5, -1, 1, 0, 1, -1, 0, 3.5, 5, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 100, 0, 0, 0, 1] 16.46
[-5, 0, 0, 0, 0, 0, -100, -5, -1, -3.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, -3, 0, 0, 0, 0, 1, -1, 0, 0, -1, 0, 1, 0, 0, 0, 1, 0, 1, -1, 0, 0, 0, 0, -9, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3.5, 0, 0, 0, 100, 0, 0, 0, 3, 5, 1] -3.98
[-5, -3, -3.5, 0, -100, -3.5, 0, -5, 0, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -9, 0, 0, -3, 0, 0, 0, 0, 0, 0, 3.5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 5, 3, 3.5, 9, 100, 0, 3, 5, 1] 0.43
[-5, 0, -3.5, -9, 0, -3.5, -3, -5, -1, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, -1, 0, 1, 0, -100, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 100, -3, 1, 0, 3, 3, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 5, 0, 0, 9, 3.5, 0, 5, 0] 0.78
[0, 0, 0, 0, 0, -100, 0, 0, -5, -1, 0, 0, -1, -1, -3.5, -5, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, -1, -1, 0, 5, 0, 0, 1, 0, 1, 3, 0, 0, 0, 0, 0, -1, 0, 1, 1, 0, 0, 100, 0, 1, 0, 0, 0, 0, 0, 5, 3.5, 3, 0, 1] 13.38
[0, 0, -3.5, 0, -100, -3.5, -3, 0, 0, 0, 0, -5, -1, 0, 0, -5, -3, 0, 0, -1, 0, 0, -1, -1, 0, -1, -1, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 5, 1, 0, 1, 3, 100, 0, 3.5, 0, 5, 0, 3.5, 0, 0, 0, 0, 0, 0] 3.28
[-5, -3, -3.5, 0, -100, 0, -5, 0, 0, 0, 0, -1, 0, -1, 0, -1, 3.5, 0, 0, 0, -1, 0, -1, -3, -1, -1, -1, 0, 0, -9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -3.5, 0, 0, 9, 1, 0, 1, 3, 1, 1, 1, 1, 0, 5, 0, 1, 5, 3, 3.5, 0, 0, 0, 100, 0, 0] 2.13
[-5, -3, -3.5, -9, -100, -3.5, -3, -5, -1, -1, -1, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 1, 1, 1, 1, 5, 3, 3.5, 9, 100, 3.5, 0, 5, 1] 1.93
[0, 0, 0, 0, -100, 0, 0, 0, -1, 0, 0, 0, 0, -5, -3.5, 0, 0, -9, -1, -1, 0, 0, 0, -1, -1, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 3, -5, 0, 0, 9, 100, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 5, 0] 6.33
[-5, -3, -3.5, 0, -100, -3.5, -3, -5, -1, -1, -9, 0, -1, -1, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 5, 3, 3.5, 9, 100, 3.5, 3, 5, 0] 0.72
[0, 0, -3.5, -9, 0, -3.5, 0, -5, -5, -1, 0, 0, -100, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, -3, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 0, 3, -1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 5, 0, 0, 0, 100, 3.5, 0, 5, 0] 9.29
[-5, 0, 0, -100, 0, 0, 0, 0, 0, -1, 0, -3.5, 0, -5, 0, 0, 0, -1, 0, 9, 0, 0, 0, -9, 0, 0, -3, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3.5, 0, 0, -1, 1, 1, 100, 0, 3.5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, -3, 1] 8.77
[-5, 0, -3.5, -9, -100, -3.5, -3, 0, -1, 0, -1, 0, -1, -1, 0, -5, 9, -1, 0, -1, 0, 0, 0, -1, -3, 0, 0, 0, 1, 0, -1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 5, 3, 3.5, 0, 100, 3.5, 0, 5, 1] 0.1
[0, -5, -3.5, -3, 0, -100, 0, -5, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, 0, -1, 0, 0, 1, -9, 0, -1, 0, 1, 0, 0, -3.5, 1, 1, 1, 0, -3, 1, 0, 0, 3, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 3.5, 0, 0, 100, 0, 5, 1] 3.03
[0, 0, 0, 0, -100, -3.5, 0, -5, 0, -1, 0, 0, 0, -1, -1, -1, -5, -9, -3, -1, 0, 0, 0, 0, -1, 0, -1, -3, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3.5, 0, 3.5, 1, 1, 1, 0, 3, 1, 3.5, 1, 0, 0, 3, 100, 0, 9, 1, 0, 0, 0, 0, 0, 0, 5, 5, 0] 3.03
[0, 0, 0, -5, 0, 0, -3, 0, 0, -1, 0, 0, -100, -5, 0, 0, 0, 0, 0, 3, -1, 0, 0, 0, 0, -1, 3.5, 0, 1, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 9, 0, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 3, 5, 1] 15.52
[-5, -3, -3.5, 0, -100, 0, 0, -9, -1, 0, -1, -1, -3, -1, 0, 0, 0, 0, 0, -3.5, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -5, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 5, 3, 3.5, 100, 0, 3.5, 0, 5, 0] 6.62
[0, -3, 0, -100, 0, 0, 0, 0, -5, -1, 0, 0, 0, 0, -1, -5, 0, 0, -9, 1, -3.5, 3, 0, -3, 0, 0, 9, 0, -1, -1, 0, 0, 0, 0, 0, 1, 0, 3, 0, -1, 3.5, 0, 0, 0, 0, 0, 1, 3.5, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 5, 100, 0, 0, 5, 0] -4.79
[-5, 0, 0, -100, 0, -3.5, 0, 0, 0, -1, 0, 0, -1, 0, -5, 0, -1, 0, 0, 0, 0, -3, 0, 0, 1, -9, 0, -1, 0, 0, -1, 0, 0, 0, 0, 1, -1, 1, 0, -3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 100, 1, 0, 3.5, 0, 0, 0, 3.5, 0, 0, 0, 0, 0, 1] -14.17
[-5, 0, 0, 0, 0, 0, -5, 0, -1, 0, -9, 0, -3, -1, -1, -1, -3, 3.5, 0, -100, 0, 0, 0, 0, 0, 1, -3.5, -1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -3.5, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 1, 0, 1, 1, 0, 1, 5, 0, 0, 100, 0, 3.5, 0, 5, 1] -1.55
[0, 0, 0, 0, 0, 0, -5, 0, 0, -9, -100, 0, 0, 0, -3.5, 0, 0, -1, 0, -5, 0, 0, -1, -1, -1, 0, 3.5, 1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 100, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0] -4.08
[0, -3, 0, -100, 0, -3.5, -5, 0, -5, -9, 0, -1, -1, 0, -1, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 3, -1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 9, 0, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 3.5, -3, 100, 0, 0, 5, 0] -2.13
[0, -3, 0, -9, -100, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -5, -1, -1, -1, -5, -3.5, 0, 0, -3.5, 0, 0, 0, 0, 0, 1, -1, -1, 1, 1, 1, 3.5, 0, 0, 3.5, 0, 5, 9, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 100, 0, 5, 0, 3, 0, 0, 0, 0, 3, 0, 0] 1.32
[0, -3, 0, 0, 0, -100, 0, 0, 0, 0, -1, 0, 0, 0, -1, -5, 0, 0, 0, 0, 0, -3, 0, -1, 5, 0, 0, -1, 1, -1, 1, -9, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, -3.5, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 3.5, 0, 100, 0, 0, 0, 0] 13.35
[0, 0, 0, -5, 0, -100, 0, -5, 0, 0, 0, -3, 0, 0, -3.5, 0, -1, 0, -1, 0, 3.5, -1, -3, -1, 1, 0, 1, 0, -1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 1, 9, 0, 0, 0, 1, 0, 5, 3, 3.5, 0, 5, 0, 100, 0, 0] -10.87
[0, 0, 0, 0, -5, -100, -3, 0, -1, 0, 0, -3, -1, 0, 0, 0, -3.5, 0, -1, 0, 0, 0, 0, 1, 0, -1, 1, -1, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 3.5, 0, -3.5, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 5, 100, 0, 0, 0, 0, 1] 0.33
[-5, -3, -3.5, 0, -100, -3.5, 0, -5, 0, 0, 0, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, -3, 0, 0, -1, -1, -1, 0, 0, -9, 3, 0, 3, 0, 0, 0, 0, -1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 3.5, 1, 5, 0, 3.5, 9, 5, 0, 100, 0, 1] 7.17
[0, 0, 0, -5, 0, 0, -3, -5, -1, 0, 0, 0, -1, 0, 0, 0, -3, 0, -1, -9, -100, 0, -1, 1, 0, -1, 0, -1, 0, -1, 0, -3.5, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 100, 1, 0, 0, 0, 5, 0, 3, 0, 0, 0, 0, 3.5, 0, 0, 0, 0, 3.5, 3, 0, 0] 9.61
[-5, 0, -3.5, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -100, -5, 0, -3, -3.5, 0, -9, 0, -1, 0, 0, -3, 0, 3.5, 0, -1, 1, -1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 0, 0, 5, 1, 0, 5, 0, 0, 0, 3, 0, 100, 0, 0, 0, 0, 1] -5.54
[0, -3, -3.5, -9, -100, -3.5, 0, -5, -5, -1, 0, 0, -1, -1, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -3, 0, 3, 1, 0, 1, 0, 1, 5, 5, 0, 3.5, 9, 100, 3.5, 3, 0, 0] 2.87
[-5, 0, -3.5, 0, 0, 0, 0, 0, -1, -1, -1, 0, -3.5, 0, -1, 0, 0, 0, -1, 0, -100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 3, -5, 0, 0, -3, 1, 0, 1, 5, 0, 0, 0, 100, 0, 0, 0, 0, 3.5, 0] 10.21
[0, 0, -5, 0, 0, 0, 0, -5, 0, -1, 0, -3.5, -9, 0, -1, -100, 0, 0, 0, 0, -3, 1, 0, 0, 0, 1, 0, -1, -1, -3, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0, 1, 0, 1, 1, 3.5, 0, 5, 0, 5, 0, 100, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0] 8.57
[0, 0, 0, 0, 0, -100, 0, 0, -9, 0, 0, 9, 0, -1, 0, 0, 0, 0, 0, 0, 0, 3.5, -1, -5, 0, 0, -5, 1, 0, 0, 0, 0, -1, -1, -1, 0, 0, -1, 0, -1, 3, 1, 0, 1, 0, 1, 0, -3.5, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5, 100, 0, 5, 3.5, 1] 999.99
[0, -3, -3.5, 0, 0, 0, -3, -5, -5, 9, 0, 0, -3.5, 0, -100, -1, 0, 1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 3, 1, 0, 1, 1, 0, 0, 100, 1, 0, 1, 5, 0, 3.5, 0, 0, 3.5, 0, 5, 1] 9.57
[0, 0, -5, 0, 0, -3.5, 0, 0, 0, 0, -100, 0, -3, 1, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, -5, -1, 1, 0, 0, 0, 0, 0, 0, 0, 100, -9, 0, 0, 0, 0, 3.5, 0, 1] -15.75
[-5, -3, -3.5, -9, -100, -3.5, -3, -5, -1, -1, 0, 0, -1, -1, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 5, 0, 3.5, 9, 100, 3.5, 3, 5, 1] -0.02
[3.5, 0, -3.5, -100, 0, 0, 0, -5, 0, 0, 0, 3, -3, 0, -3.5, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1, 0, 0, 0, -3, -1, 0, 0, -3, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 3.5, 9, 0, 0, 100, 0, 0] -6.6
[0, 0, 0, -100, 0, 0, -3.5, 0, 0, 0, 0, -3, 0, 0, 0, -5, -3, 3, -1, 0, 0, 0, -1, -3.5, 1, 0, 0, 0, 3, -1, 1, 0, 0, 0, 0, 0, 1, 1, 0, -1, 0, -5, 0, 0, 0, 0, 0, 5, 5, 1, 0, 1, 100, 0, 0, 1, 0, 3.5, 3.5, 0, 0, 0, 0, 0, 1] 5.62
